,speaker_path,listener_path
1595,NoXI/060_2016-04-14_Nottingham/Expert_video/23,NoXI/060_2016-04-14_Nottingham/Novice_video/23
1596,NoXI/060_2016-04-14_Nottingham/Expert_video/24,NoXI/060_2016-04-14_Nottingham/Novice_video/24
1597,NoXI/060_2016-04-14_Nottingham/Expert_video/25,NoXI/060_2016-04-14_Nottingham/Novice_video/25
1598,NoXI/060_2016-04-14_Nottingham/Expert_video/26,NoXI/060_2016-04-14_Nottingham/Novice_video/26
1599,NoXI/060_2016-04-14_Nottingham/Expert_video/27,NoXI/060_2016-04-14_Nottingham/Novice_video/27
1600,NoXI/060_2016-04-14_Nottingham/Expert_video/28,NoXI/060_2016-04-14_Nottingham/Novice_video/28
1601,NoXI/060_2016-04-14_Nottingham/Expert_video/29,NoXI/060_2016-04-14_Nottingham/Novice_video/29
1602,NoXI/060_2016-04-14_Nottingham/Expert_video/30,NoXI/060_2016-04-14_Nottingham/Novice_video/30
1603,NoXI/060_2016-04-14_Nottingham/Expert_video/31,NoXI/060_2016-04-14_Nottingham/Novice_video/31
1604,NoXI/060_2016-04-14_Nottingham/Expert_video/32,NoXI/060_2016-04-14_Nottingham/Novice_video/32
1605,NoXI/060_2016-04-14_Nottingham/Expert_video/33,NoXI/060_2016-04-14_Nottingham/Novice_video/33
1606,NoXI/060_2016-04-14_Nottingham/Expert_video/34,NoXI/060_2016-04-14_Nottingham/Novice_video/34
1607,NoXI/060_2016-04-14_Nottingham/Expert_video/35,NoXI/060_2016-04-14_Nottingham/Novice_video/35
1608,NoXI/060_2016-04-14_Nottingham/Expert_video/36,NoXI/060_2016-04-14_Nottingham/Novice_video/36
1609,NoXI/060_2016-04-14_Nottingham/Expert_video/37,NoXI/060_2016-04-14_Nottingham/Novice_video/37
1610,NoXI/060_2016-04-14_Nottingham/Expert_video/38,NoXI/060_2016-04-14_Nottingham/Novice_video/38
1611,NoXI/060_2016-04-14_Nottingham/Expert_video/39,NoXI/060_2016-04-14_Nottingham/Novice_video/39
1612,NoXI/060_2016-04-14_Nottingham/Expert_video/40,NoXI/060_2016-04-14_Nottingham/Novice_video/40
1613,NoXI/060_2016-04-14_Nottingham/Expert_video/41,NoXI/060_2016-04-14_Nottingham/Novice_video/41
1614,NoXI/060_2016-04-14_Nottingham/Expert_video/42,NoXI/060_2016-04-14_Nottingham/Novice_video/42
1615,NoXI/060_2016-04-14_Nottingham/Expert_video/43,NoXI/060_2016-04-14_Nottingham/Novice_video/43
1616,NoXI/060_2016-04-14_Nottingham/Expert_video/44,NoXI/060_2016-04-14_Nottingham/Novice_video/44
1617,NoXI/060_2016-04-14_Nottingham/Expert_video/45,NoXI/060_2016-04-14_Nottingham/Novice_video/45
1618,NoXI/060_2016-04-14_Nottingham/Expert_video/46,NoXI/060_2016-04-14_Nottingham/Novice_video/46
1619,NoXI/060_2016-04-14_Nottingham/Expert_video/47,NoXI/060_2016-04-14_Nottingham/Novice_video/47
1620,NoXI/060_2016-04-14_Nottingham/Expert_video/48,NoXI/060_2016-04-14_Nottingham/Novice_video/48
1621,NoXI/060_2016-04-14_Nottingham/Expert_video/49,NoXI/060_2016-04-14_Nottingham/Novice_video/49
1622,NoXI/060_2016-04-14_Nottingham/Expert_video/50,NoXI/060_2016-04-14_Nottingham/Novice_video/50
1623,NoXI/060_2016-04-14_Nottingham/Expert_video/51,NoXI/060_2016-04-14_Nottingham/Novice_video/51
1624,NoXI/060_2016-04-14_Nottingham/Expert_video/52,NoXI/060_2016-04-14_Nottingham/Novice_video/52
1625,NoXI/060_2016-04-14_Nottingham/Expert_video/53,NoXI/060_2016-04-14_Nottingham/Novice_video/53
1626,NoXI/060_2016-04-14_Nottingham/Expert_video/54,NoXI/060_2016-04-14_Nottingham/Novice_video/54
1627,NoXI/060_2016-04-14_Nottingham/Expert_video/55,NoXI/060_2016-04-14_Nottingham/Novice_video/55
1628,NoXI/060_2016-04-14_Nottingham/Expert_video/56,NoXI/060_2016-04-14_Nottingham/Novice_video/56
1629,NoXI/060_2016-04-14_Nottingham/Expert_video/57,NoXI/060_2016-04-14_Nottingham/Novice_video/57
1630,NoXI/061_2016-04-14_Nottingham/Expert_video/1,NoXI/061_2016-04-14_Nottingham/Novice_video/1
1631,NoXI/061_2016-04-14_Nottingham/Expert_video/2,NoXI/061_2016-04-14_Nottingham/Novice_video/2
1632,NoXI/061_2016-04-14_Nottingham/Expert_video/3,NoXI/061_2016-04-14_Nottingham/Novice_video/3
1633,NoXI/061_2016-04-14_Nottingham/Expert_video/4,NoXI/061_2016-04-14_Nottingham/Novice_video/4
1634,NoXI/061_2016-04-14_Nottingham/Expert_video/5,NoXI/061_2016-04-14_Nottingham/Novice_video/5
1635,NoXI/061_2016-04-14_Nottingham/Expert_video/6,NoXI/061_2016-04-14_Nottingham/Novice_video/6
1636,NoXI/061_2016-04-14_Nottingham/Expert_video/7,NoXI/061_2016-04-14_Nottingham/Novice_video/7
1637,NoXI/061_2016-04-14_Nottingham/Expert_video/8,NoXI/061_2016-04-14_Nottingham/Novice_video/8
1638,NoXI/061_2016-04-14_Nottingham/Expert_video/9,NoXI/061_2016-04-14_Nottingham/Novice_video/9
1639,NoXI/061_2016-04-14_Nottingham/Expert_video/10,NoXI/061_2016-04-14_Nottingham/Novice_video/10
1640,NoXI/061_2016-04-14_Nottingham/Expert_video/11,NoXI/061_2016-04-14_Nottingham/Novice_video/11
1641,NoXI/061_2016-04-14_Nottingham/Expert_video/12,NoXI/061_2016-04-14_Nottingham/Novice_video/12
1642,NoXI/061_2016-04-14_Nottingham/Expert_video/13,NoXI/061_2016-04-14_Nottingham/Novice_video/13
1643,NoXI/061_2016-04-14_Nottingham/Expert_video/14,NoXI/061_2016-04-14_Nottingham/Novice_video/14
1644,NoXI/061_2016-04-14_Nottingham/Expert_video/15,NoXI/061_2016-04-14_Nottingham/Novice_video/15
1645,NoXI/061_2016-04-14_Nottingham/Expert_video/16,NoXI/061_2016-04-14_Nottingham/Novice_video/16
1646,NoXI/061_2016-04-14_Nottingham/Expert_video/17,NoXI/061_2016-04-14_Nottingham/Novice_video/17
1647,NoXI/061_2016-04-14_Nottingham/Expert_video/18,NoXI/061_2016-04-14_Nottingham/Novice_video/18
1648,NoXI/061_2016-04-14_Nottingham/Expert_video/19,NoXI/061_2016-04-14_Nottingham/Novice_video/19
1649,NoXI/061_2016-04-14_Nottingham/Expert_video/20,NoXI/061_2016-04-14_Nottingham/Novice_video/20
1650,NoXI/061_2016-04-14_Nottingham/Expert_video/21,NoXI/061_2016-04-14_Nottingham/Novice_video/21
1651,NoXI/061_2016-04-14_Nottingham/Expert_video/22,NoXI/061_2016-04-14_Nottingham/Novice_video/22
1652,NoXI/061_2016-04-14_Nottingham/Expert_video/23,NoXI/061_2016-04-14_Nottingham/Novice_video/23
1653,NoXI/061_2016-04-14_Nottingham/Expert_video/24,NoXI/061_2016-04-14_Nottingham/Novice_video/24
1654,NoXI/061_2016-04-14_Nottingham/Expert_video/25,NoXI/061_2016-04-14_Nottingham/Novice_video/25
1655,NoXI/061_2016-04-14_Nottingham/Expert_video/26,NoXI/061_2016-04-14_Nottingham/Novice_video/26
1656,NoXI/061_2016-04-14_Nottingham/Expert_video/27,NoXI/061_2016-04-14_Nottingham/Novice_video/27
1657,NoXI/061_2016-04-14_Nottingham/Expert_video/28,NoXI/061_2016-04-14_Nottingham/Novice_video/28
1658,NoXI/061_2016-04-14_Nottingham/Expert_video/29,NoXI/061_2016-04-14_Nottingham/Novice_video/29
1659,NoXI/061_2016-04-14_Nottingham/Expert_video/30,NoXI/061_2016-04-14_Nottingham/Novice_video/30
1660,NoXI/061_2016-04-14_Nottingham/Expert_video/31,NoXI/061_2016-04-14_Nottingham/Novice_video/31
1661,NoXI/061_2016-04-14_Nottingham/Expert_video/32,NoXI/061_2016-04-14_Nottingham/Novice_video/32
1662,NoXI/061_2016-04-14_Nottingham/Expert_video/33,NoXI/061_2016-04-14_Nottingham/Novice_video/33
1663,NoXI/061_2016-04-14_Nottingham/Expert_video/34,NoXI/061_2016-04-14_Nottingham/Novice_video/34
1664,NoXI/061_2016-04-14_Nottingham/Expert_video/35,NoXI/061_2016-04-14_Nottingham/Novice_video/35
1665,NoXI/061_2016-04-14_Nottingham/Expert_video/36,NoXI/061_2016-04-14_Nottingham/Novice_video/36
1666,NoXI/061_2016-04-14_Nottingham/Expert_video/37,NoXI/061_2016-04-14_Nottingham/Novice_video/37
1667,NoXI/061_2016-04-14_Nottingham/Expert_video/38,NoXI/061_2016-04-14_Nottingham/Novice_video/38
1668,NoXI/061_2016-04-14_Nottingham/Expert_video/39,NoXI/061_2016-04-14_Nottingham/Novice_video/39
1669,NoXI/061_2016-04-14_Nottingham/Expert_video/40,NoXI/061_2016-04-14_Nottingham/Novice_video/40
1670,NoXI/061_2016-04-14_Nottingham/Expert_video/41,NoXI/061_2016-04-14_Nottingham/Novice_video/41
1671,NoXI/061_2016-04-14_Nottingham/Expert_video/42,NoXI/061_2016-04-14_Nottingham/Novice_video/42
1672,NoXI/047_2016-04-07_Nottingham/Expert_video/1,NoXI/047_2016-04-07_Nottingham/Novice_video/1
1673,NoXI/047_2016-04-07_Nottingham/Expert_video/2,NoXI/047_2016-04-07_Nottingham/Novice_video/2
1674,NoXI/047_2016-04-07_Nottingham/Expert_video/3,NoXI/047_2016-04-07_Nottingham/Novice_video/3
1675,NoXI/047_2016-04-07_Nottingham/Expert_video/4,NoXI/047_2016-04-07_Nottingham/Novice_video/4
1676,NoXI/047_2016-04-07_Nottingham/Expert_video/5,NoXI/047_2016-04-07_Nottingham/Novice_video/5
1677,NoXI/047_2016-04-07_Nottingham/Expert_video/6,NoXI/047_2016-04-07_Nottingham/Novice_video/6
1678,NoXI/047_2016-04-07_Nottingham/Expert_video/7,NoXI/047_2016-04-07_Nottingham/Novice_video/7
1679,NoXI/047_2016-04-07_Nottingham/Expert_video/8,NoXI/047_2016-04-07_Nottingham/Novice_video/8
1680,NoXI/047_2016-04-07_Nottingham/Expert_video/9,NoXI/047_2016-04-07_Nottingham/Novice_video/9
1681,NoXI/047_2016-04-07_Nottingham/Expert_video/10,NoXI/047_2016-04-07_Nottingham/Novice_video/10
1682,NoXI/047_2016-04-07_Nottingham/Expert_video/11,NoXI/047_2016-04-07_Nottingham/Novice_video/11
1683,NoXI/047_2016-04-07_Nottingham/Expert_video/12,NoXI/047_2016-04-07_Nottingham/Novice_video/12
1684,NoXI/047_2016-04-07_Nottingham/Expert_video/13,NoXI/047_2016-04-07_Nottingham/Novice_video/13
1685,NoXI/047_2016-04-07_Nottingham/Expert_video/14,NoXI/047_2016-04-07_Nottingham/Novice_video/14
1686,NoXI/047_2016-04-07_Nottingham/Expert_video/15,NoXI/047_2016-04-07_Nottingham/Novice_video/15
1687,NoXI/047_2016-04-07_Nottingham/Expert_video/16,NoXI/047_2016-04-07_Nottingham/Novice_video/16
1688,NoXI/047_2016-04-07_Nottingham/Expert_video/17,NoXI/047_2016-04-07_Nottingham/Novice_video/17
1689,NoXI/047_2016-04-07_Nottingham/Expert_video/18,NoXI/047_2016-04-07_Nottingham/Novice_video/18
1690,NoXI/047_2016-04-07_Nottingham/Expert_video/19,NoXI/047_2016-04-07_Nottingham/Novice_video/19
1691,NoXI/047_2016-04-07_Nottingham/Expert_video/20,NoXI/047_2016-04-07_Nottingham/Novice_video/20
1692,NoXI/047_2016-04-07_Nottingham/Expert_video/21,NoXI/047_2016-04-07_Nottingham/Novice_video/21
1693,NoXI/047_2016-04-07_Nottingham/Expert_video/22,NoXI/047_2016-04-07_Nottingham/Novice_video/22
1694,NoXI/047_2016-04-07_Nottingham/Expert_video/23,NoXI/047_2016-04-07_Nottingham/Novice_video/23
1695,NoXI/047_2016-04-07_Nottingham/Expert_video/24,NoXI/047_2016-04-07_Nottingham/Novice_video/24
1696,NoXI/047_2016-04-07_Nottingham/Expert_video/25,NoXI/047_2016-04-07_Nottingham/Novice_video/25
1697,NoXI/047_2016-04-07_Nottingham/Expert_video/26,NoXI/047_2016-04-07_Nottingham/Novice_video/26
1698,NoXI/047_2016-04-07_Nottingham/Expert_video/27,NoXI/047_2016-04-07_Nottingham/Novice_video/27
1699,NoXI/047_2016-04-07_Nottingham/Expert_video/28,NoXI/047_2016-04-07_Nottingham/Novice_video/28
1700,NoXI/047_2016-04-07_Nottingham/Expert_video/29,NoXI/047_2016-04-07_Nottingham/Novice_video/29
1701,NoXI/047_2016-04-07_Nottingham/Expert_video/30,NoXI/047_2016-04-07_Nottingham/Novice_video/30
1702,NoXI/047_2016-04-07_Nottingham/Expert_video/31,NoXI/047_2016-04-07_Nottingham/Novice_video/31
1703,NoXI/047_2016-04-07_Nottingham/Expert_video/32,NoXI/047_2016-04-07_Nottingham/Novice_video/32
1704,NoXI/047_2016-04-07_Nottingham/Expert_video/33,NoXI/047_2016-04-07_Nottingham/Novice_video/33
1705,NoXI/047_2016-04-07_Nottingham/Expert_video/34,NoXI/047_2016-04-07_Nottingham/Novice_video/34
1706,NoXI/047_2016-04-07_Nottingham/Expert_video/35,NoXI/047_2016-04-07_Nottingham/Novice_video/35
1707,NoXI/047_2016-04-07_Nottingham/Expert_video/36,NoXI/047_2016-04-07_Nottingham/Novice_video/36
1708,NoXI/047_2016-04-07_Nottingham/Expert_video/37,NoXI/047_2016-04-07_Nottingham/Novice_video/37
1709,NoXI/047_2016-04-07_Nottingham/Expert_video/38,NoXI/047_2016-04-07_Nottingham/Novice_video/38
1710,NoXI/047_2016-04-07_Nottingham/Expert_video/39,NoXI/047_2016-04-07_Nottingham/Novice_video/39
1711,NoXI/047_2016-04-07_Nottingham/Expert_video/40,NoXI/047_2016-04-07_Nottingham/Novice_video/40
1712,NoXI/047_2016-04-07_Nottingham/Expert_video/41,NoXI/047_2016-04-07_Nottingham/Novice_video/41
1713,NoXI/047_2016-04-07_Nottingham/Expert_video/42,NoXI/047_2016-04-07_Nottingham/Novice_video/42
1714,NoXI/047_2016-04-07_Nottingham/Expert_video/43,NoXI/047_2016-04-07_Nottingham/Novice_video/43
1715,NoXI/046_2016-04-07_Nottingham/Expert_video/1,NoXI/046_2016-04-07_Nottingham/Novice_video/1
1716,NoXI/046_2016-04-07_Nottingham/Expert_video/2,NoXI/046_2016-04-07_Nottingham/Novice_video/2
1717,NoXI/046_2016-04-07_Nottingham/Expert_video/3,NoXI/046_2016-04-07_Nottingham/Novice_video/3
1718,NoXI/046_2016-04-07_Nottingham/Expert_video/4,NoXI/046_2016-04-07_Nottingham/Novice_video/4
1719,NoXI/046_2016-04-07_Nottingham/Expert_video/5,NoXI/046_2016-04-07_Nottingham/Novice_video/5
1720,NoXI/046_2016-04-07_Nottingham/Expert_video/6,NoXI/046_2016-04-07_Nottingham/Novice_video/6
1721,NoXI/046_2016-04-07_Nottingham/Expert_video/7,NoXI/046_2016-04-07_Nottingham/Novice_video/7
1722,NoXI/046_2016-04-07_Nottingham/Expert_video/8,NoXI/046_2016-04-07_Nottingham/Novice_video/8
1723,NoXI/046_2016-04-07_Nottingham/Expert_video/9,NoXI/046_2016-04-07_Nottingham/Novice_video/9
1750,NoXI/057_2016-04-14_Nottingham/Expert_video/1,NoXI/057_2016-04-14_Nottingham/Novice_video/1
1751,NoXI/057_2016-04-14_Nottingham/Expert_video/2,NoXI/057_2016-04-14_Nottingham/Novice_video/2
1752,NoXI/057_2016-04-14_Nottingham/Expert_video/3,NoXI/057_2016-04-14_Nottingham/Novice_video/3
1753,NoXI/057_2016-04-14_Nottingham/Expert_video/4,NoXI/057_2016-04-14_Nottingham/Novice_video/4
1754,NoXI/057_2016-04-14_Nottingham/Expert_video/5,NoXI/057_2016-04-14_Nottingham/Novice_video/5
1755,NoXI/057_2016-04-14_Nottingham/Expert_video/6,NoXI/057_2016-04-14_Nottingham/Novice_video/6
1756,NoXI/057_2016-04-14_Nottingham/Expert_video/7,NoXI/057_2016-04-14_Nottingham/Novice_video/7
1757,NoXI/057_2016-04-14_Nottingham/Expert_video/8,NoXI/057_2016-04-14_Nottingham/Novice_video/8
1758,NoXI/057_2016-04-14_Nottingham/Expert_video/9,NoXI/057_2016-04-14_Nottingham/Novice_video/9
1759,NoXI/057_2016-04-14_Nottingham/Expert_video/10,NoXI/057_2016-04-14_Nottingham/Novice_video/10
1760,NoXI/057_2016-04-14_Nottingham/Expert_video/11,NoXI/057_2016-04-14_Nottingham/Novice_video/11
1761,NoXI/057_2016-04-14_Nottingham/Expert_video/12,NoXI/057_2016-04-14_Nottingham/Novice_video/12
1762,NoXI/057_2016-04-14_Nottingham/Expert_video/13,NoXI/057_2016-04-14_Nottingham/Novice_video/13
1763,NoXI/057_2016-04-14_Nottingham/Expert_video/14,NoXI/057_2016-04-14_Nottingham/Novice_video/14
1764,NoXI/057_2016-04-14_Nottingham/Expert_video/15,NoXI/057_2016-04-14_Nottingham/Novice_video/15
1765,NoXI/057_2016-04-14_Nottingham/Expert_video/16,NoXI/057_2016-04-14_Nottingham/Novice_video/16
1766,NoXI/057_2016-04-14_Nottingham/Expert_video/17,NoXI/057_2016-04-14_Nottingham/Novice_video/17
1767,NoXI/057_2016-04-14_Nottingham/Expert_video/18,NoXI/057_2016-04-14_Nottingham/Novice_video/18
1768,NoXI/057_2016-04-14_Nottingham/Expert_video/19,NoXI/057_2016-04-14_Nottingham/Novice_video/19
1769,NoXI/057_2016-04-14_Nottingham/Expert_video/20,NoXI/057_2016-04-14_Nottingham/Novice_video/20
1770,NoXI/057_2016-04-14_Nottingham/Expert_video/21,NoXI/057_2016-04-14_Nottingham/Novice_video/21
1771,NoXI/057_2016-04-14_Nottingham/Expert_video/22,NoXI/057_2016-04-14_Nottingham/Novice_video/22
1772,NoXI/057_2016-04-14_Nottingham/Expert_video/23,NoXI/057_2016-04-14_Nottingham/Novice_video/23
1773,NoXI/057_2016-04-14_Nottingham/Expert_video/24,NoXI/057_2016-04-14_Nottingham/Novice_video/24
1774,NoXI/057_2016-04-14_Nottingham/Expert_video/25,NoXI/057_2016-04-14_Nottingham/Novice_video/25
1775,NoXI/057_2016-04-14_Nottingham/Expert_video/26,NoXI/057_2016-04-14_Nottingham/Novice_video/26
1776,NoXI/057_2016-04-14_Nottingham/Expert_video/27,NoXI/057_2016-04-14_Nottingham/Novice_video/27
1777,NoXI/057_2016-04-14_Nottingham/Expert_video/28,NoXI/057_2016-04-14_Nottingham/Novice_video/28
1778,NoXI/057_2016-04-14_Nottingham/Expert_video/29,NoXI/057_2016-04-14_Nottingham/Novice_video/29
1779,NoXI/057_2016-04-14_Nottingham/Expert_video/30,NoXI/057_2016-04-14_Nottingham/Novice_video/30
1780,NoXI/057_2016-04-14_Nottingham/Expert_video/31,NoXI/057_2016-04-14_Nottingham/Novice_video/31
1781,NoXI/057_2016-04-14_Nottingham/Expert_video/32,NoXI/057_2016-04-14_Nottingham/Novice_video/32
1782,NoXI/057_2016-04-14_Nottingham/Expert_video/33,NoXI/057_2016-04-14_Nottingham/Novice_video/33
1783,NoXI/056_2016-04-14_Nottingham/Expert_video/1,NoXI/056_2016-04-14_Nottingham/Novice_video/1
1784,NoXI/056_2016-04-14_Nottingham/Expert_video/2,NoXI/056_2016-04-14_Nottingham/Novice_video/2
1785,NoXI/056_2016-04-14_Nottingham/Expert_video/3,NoXI/056_2016-04-14_Nottingham/Novice_video/3
1786,NoXI/056_2016-04-14_Nottingham/Expert_video/4,NoXI/056_2016-04-14_Nottingham/Novice_video/4
1787,NoXI/056_2016-04-14_Nottingham/Expert_video/5,NoXI/056_2016-04-14_Nottingham/Novice_video/5
1788,NoXI/056_2016-04-14_Nottingham/Expert_video/6,NoXI/056_2016-04-14_Nottingham/Novice_video/6
1789,NoXI/056_2016-04-14_Nottingham/Expert_video/7,NoXI/056_2016-04-14_Nottingham/Novice_video/7
1790,NoXI/056_2016-04-14_Nottingham/Expert_video/8,NoXI/056_2016-04-14_Nottingham/Novice_video/8
1791,NoXI/056_2016-04-14_Nottingham/Expert_video/9,NoXI/056_2016-04-14_Nottingham/Novice_video/9
1792,NoXI/056_2016-04-14_Nottingham/Expert_video/10,NoXI/056_2016-04-14_Nottingham/Novice_video/10
1793,NoXI/056_2016-04-14_Nottingham/Expert_video/11,NoXI/056_2016-04-14_Nottingham/Novice_video/11
1794,NoXI/056_2016-04-14_Nottingham/Expert_video/12,NoXI/056_2016-04-14_Nottingham/Novice_video/12
1795,NoXI/056_2016-04-14_Nottingham/Expert_video/13,NoXI/056_2016-04-14_Nottingham/Novice_video/13
1796,NoXI/056_2016-04-14_Nottingham/Expert_video/14,NoXI/056_2016-04-14_Nottingham/Novice_video/14
1797,NoXI/056_2016-04-14_Nottingham/Expert_video/15,NoXI/056_2016-04-14_Nottingham/Novice_video/15
1798,NoXI/056_2016-04-14_Nottingham/Expert_video/16,NoXI/056_2016-04-14_Nottingham/Novice_video/16
1799,NoXI/056_2016-04-14_Nottingham/Expert_video/17,NoXI/056_2016-04-14_Nottingham/Novice_video/17
1800,NoXI/056_2016-04-14_Nottingham/Expert_video/18,NoXI/056_2016-04-14_Nottingham/Novice_video/18
1801,NoXI/056_2016-04-14_Nottingham/Expert_video/19,NoXI/056_2016-04-14_Nottingham/Novice_video/19
1802,NoXI/056_2016-04-14_Nottingham/Expert_video/20,NoXI/056_2016-04-14_Nottingham/Novice_video/20
1803,NoXI/056_2016-04-14_Nottingham/Expert_video/21,NoXI/056_2016-04-14_Nottingham/Novice_video/21
1804,NoXI/056_2016-04-14_Nottingham/Expert_video/22,NoXI/056_2016-04-14_Nottingham/Novice_video/22
1805,NoXI/056_2016-04-14_Nottingham/Expert_video/23,NoXI/056_2016-04-14_Nottingham/Novice_video/23
1806,NoXI/056_2016-04-14_Nottingham/Expert_video/24,NoXI/056_2016-04-14_Nottingham/Novice_video/24
1807,NoXI/056_2016-04-14_Nottingham/Expert_video/25,NoXI/056_2016-04-14_Nottingham/Novice_video/25
1808,NoXI/056_2016-04-14_Nottingham/Expert_video/26,NoXI/056_2016-04-14_Nottingham/Novice_video/26
1809,NoXI/056_2016-04-14_Nottingham/Expert_video/27,NoXI/056_2016-04-14_Nottingham/Novice_video/27
1810,NoXI/056_2016-04-14_Nottingham/Expert_video/28,NoXI/056_2016-04-14_Nottingham/Novice_video/28
1811,NoXI/056_2016-04-14_Nottingham/Expert_video/29,NoXI/056_2016-04-14_Nottingham/Novice_video/29
1812,NoXI/055_2016-04-14_Nottingham/Expert_video/1,NoXI/055_2016-04-14_Nottingham/Novice_video/1
1813,NoXI/055_2016-04-14_Nottingham/Expert_video/2,NoXI/055_2016-04-14_Nottingham/Novice_video/2
1814,NoXI/055_2016-04-14_Nottingham/Expert_video/3,NoXI/055_2016-04-14_Nottingham/Novice_video/3
1815,NoXI/055_2016-04-14_Nottingham/Expert_video/4,NoXI/055_2016-04-14_Nottingham/Novice_video/4
1816,NoXI/055_2016-04-14_Nottingham/Expert_video/5,NoXI/055_2016-04-14_Nottingham/Novice_video/5
1817,NoXI/055_2016-04-14_Nottingham/Expert_video/6,NoXI/055_2016-04-14_Nottingham/Novice_video/6
1818,NoXI/055_2016-04-14_Nottingham/Expert_video/7,NoXI/055_2016-04-14_Nottingham/Novice_video/7
1819,NoXI/055_2016-04-14_Nottingham/Expert_video/8,NoXI/055_2016-04-14_Nottingham/Novice_video/8
1820,NoXI/055_2016-04-14_Nottingham/Expert_video/9,NoXI/055_2016-04-14_Nottingham/Novice_video/9
1821,NoXI/055_2016-04-14_Nottingham/Expert_video/10,NoXI/055_2016-04-14_Nottingham/Novice_video/10
1822,NoXI/055_2016-04-14_Nottingham/Expert_video/11,NoXI/055_2016-04-14_Nottingham/Novice_video/11
1823,NoXI/055_2016-04-14_Nottingham/Expert_video/12,NoXI/055_2016-04-14_Nottingham/Novice_video/12
1824,NoXI/055_2016-04-14_Nottingham/Expert_video/13,NoXI/055_2016-04-14_Nottingham/Novice_video/13
1825,NoXI/055_2016-04-14_Nottingham/Expert_video/14,NoXI/055_2016-04-14_Nottingham/Novice_video/14
1826,NoXI/055_2016-04-14_Nottingham/Expert_video/15,NoXI/055_2016-04-14_Nottingham/Novice_video/15
1827,NoXI/055_2016-04-14_Nottingham/Expert_video/16,NoXI/055_2016-04-14_Nottingham/Novice_video/16
1828,NoXI/055_2016-04-14_Nottingham/Expert_video/17,NoXI/055_2016-04-14_Nottingham/Novice_video/17
1829,NoXI/055_2016-04-14_Nottingham/Expert_video/18,NoXI/055_2016-04-14_Nottingham/Novice_video/18
1830,NoXI/055_2016-04-14_Nottingham/Expert_video/19,NoXI/055_2016-04-14_Nottingham/Novice_video/19
1831,NoXI/055_2016-04-14_Nottingham/Expert_video/20,NoXI/055_2016-04-14_Nottingham/Novice_video/20
1832,NoXI/055_2016-04-14_Nottingham/Expert_video/21,NoXI/055_2016-04-14_Nottingham/Novice_video/21
1833,NoXI/055_2016-04-14_Nottingham/Expert_video/22,NoXI/055_2016-04-14_Nottingham/Novice_video/22
1834,NoXI/055_2016-04-14_Nottingham/Expert_video/23,NoXI/055_2016-04-14_Nottingham/Novice_video/23
1835,NoXI/055_2016-04-14_Nottingham/Expert_video/24,NoXI/055_2016-04-14_Nottingham/Novice_video/24
1836,NoXI/055_2016-04-14_Nottingham/Expert_video/25,NoXI/055_2016-04-14_Nottingham/Novice_video/25
1837,NoXI/055_2016-04-14_Nottingham/Expert_video/26,NoXI/055_2016-04-14_Nottingham/Novice_video/26
1838,NoXI/055_2016-04-14_Nottingham/Expert_video/27,NoXI/055_2016-04-14_Nottingham/Novice_video/27
1839,NoXI/055_2016-04-14_Nottingham/Expert_video/28,NoXI/055_2016-04-14_Nottingham/Novice_video/28
1840,NoXI/055_2016-04-14_Nottingham/Expert_video/29,NoXI/055_2016-04-14_Nottingham/Novice_video/29
1841,NoXI/042_2016-04-07_Nottingham/Expert_video/1,NoXI/042_2016-04-07_Nottingham/Novice_video/1
1842,NoXI/042_2016-04-07_Nottingham/Expert_video/2,NoXI/042_2016-04-07_Nottingham/Novice_video/2
1843,NoXI/042_2016-04-07_Nottingham/Expert_video/3,NoXI/042_2016-04-07_Nottingham/Novice_video/3
1844,NoXI/042_2016-04-07_Nottingham/Expert_video/4,NoXI/042_2016-04-07_Nottingham/Novice_video/4
1845,NoXI/042_2016-04-07_Nottingham/Expert_video/5,NoXI/042_2016-04-07_Nottingham/Novice_video/5
1846,NoXI/042_2016-04-07_Nottingham/Expert_video/6,NoXI/042_2016-04-07_Nottingham/Novice_video/6
1847,NoXI/042_2016-04-07_Nottingham/Expert_video/7,NoXI/042_2016-04-07_Nottingham/Novice_video/7
1848,NoXI/042_2016-04-07_Nottingham/Expert_video/8,NoXI/042_2016-04-07_Nottingham/Novice_video/8
1849,NoXI/042_2016-04-07_Nottingham/Expert_video/9,NoXI/042_2016-04-07_Nottingham/Novice_video/9
1850,NoXI/042_2016-04-07_Nottingham/Expert_video/10,NoXI/042_2016-04-07_Nottingham/Novice_video/10
1851,NoXI/042_2016-04-07_Nottingham/Expert_video/11,NoXI/042_2016-04-07_Nottingham/Novice_video/11
1852,NoXI/042_2016-04-07_Nottingham/Expert_video/12,NoXI/042_2016-04-07_Nottingham/Novice_video/12
1853,NoXI/042_2016-04-07_Nottingham/Expert_video/13,NoXI/042_2016-04-07_Nottingham/Novice_video/13
1854,NoXI/042_2016-04-07_Nottingham/Expert_video/14,NoXI/042_2016-04-07_Nottingham/Novice_video/14
1855,NoXI/042_2016-04-07_Nottingham/Expert_video/15,NoXI/042_2016-04-07_Nottingham/Novice_video/15
1856,NoXI/042_2016-04-07_Nottingham/Expert_video/16,NoXI/042_2016-04-07_Nottingham/Novice_video/16
1857,NoXI/042_2016-04-07_Nottingham/Expert_video/17,NoXI/042_2016-04-07_Nottingham/Novice_video/17
